max_episodes, 1000
episodes, 1000
melee, 5358
range, 2238
buff, 91
health, 462
magic, 0
win, 615
draw, 1
loot, 2043
episode_reward, 1223
0, 1158
1, 1414
2, 1054
3, 1351
4, 1558
5, 1323
6, 1174
7, 1166
8, 553
9, 323
10, 420
11, 284
12, 395
13, 122
14, 366
15, 136
16, 269
17, 2
18, 21
win_rate, 61.56156
