max_episodes, 1000
episodes, 1000
melee, 5315
range, 1326
buff, 599
health, 303
magic, 0
win, 691
draw, 2
loot, 2348
episode_reward, 1355
0, 1057
1, 1738
2, 1300
3, 1014
4, 1429
5, 1491
6, 1084
7, 1555
8, 906
9, 215
10, 220
11, 138
12, 267
13, 93
14, 137
15, 103
16, 245
17, 0
18, 5
win_rate, 69.23848
