max_episodes, 1000
episodes, 1000
melee, 4645
range, 1181
buff, 740
health, 339
magic, 1
win, 616
draw, 2
loot, 2797
episode_reward, 1323
0, 1071
1, 1733
2, 1409
3, 1319
4, 1772
5, 1529
6, 1382
7, 1718
8, 1107
9, 195
10, 330
11, 171
12, 284
13, 174
14, 84
15, 82
16, 159
17, 2
18, 242
win_rate, 61.72345
