max_episodes, 1000
episodes, 1000
melee, 5080
range, 2332
buff, 115
health, 441
magic, 0
win, 618
draw, 1
loot, 2134
episode_reward, 1488
0, 1150
1, 1285
2, 1082
3, 1360
4, 1443
5, 1275
6, 1146
7, 1168
8, 556
9, 289
10, 519
11, 288
12, 573
13, 232
14, 197
15, 111
16, 261
17, 0
18, 0
win_rate, 61.86186
