max_episodes, 1000
episodes, 1000
melee, 5310
range, 2156
buff, 74
health, 337
magic, 3
win, 640
draw, 18
loot, 3480
episode_reward, 92795
0, 2161
1, 1959
2, 1636
3, 2372
4, 2213
5, 2266
6, 2181
7, 1942
8, 521
9, 366
10, 447
11, 361
12, 569
13, 283
14, 145
15, 144
16, 298
17, 4
18, 1
win_rate, 65.17312
