max_episodes, 1000
episodes, 1000
melee, 3944
range, 2649
buff, 205
health, 688
magic, 12
win, 570
draw, 42
loot, 4148
episode_reward, 36075
0, 2116
1, 1805
2, 1630
3, 1977
4, 2264
5, 2169
6, 1966
7, 1647
8, 994
9, 757
10, 965
11, 1524
12, 1707
13, 582
14, 278
15, 3839
16, 1180
17, 23
18, 283
win_rate, 59.49895
