max_episodes, 1000
episodes, 1000
melee, 4907
range, 2145
buff, 140
health, 503
magic, 1
win, 610
draw, 3
loot, 2073
episode_reward, 1114
0, 1110
1, 1455
2, 980
3, 1622
4, 1291
5, 1248
6, 1003
7, 1039
8, 644
9, 329
10, 475
11, 274
12, 465
13, 172
14, 203
15, 206
16, 327
17, 6
18, 4
win_rate, 61.18355
