max_episodes, 1000
episodes, 1000
melee, 4570
range, 2062
buff, 574
health, 551
magic, 0
win, 638
draw, 2
loot, 2472
episode_reward, 4015
0, 1894
1, 1202
2, 871
3, 1774
4, 872
5, 1646
6, 971
7, 1172
8, 1128
9, 286
10, 1949
11, 845
12, 487
13, 380
14, 324
15, 324
16, 120
17, 0
18, 0
win_rate, 63.92786
