max_episodes, 1000
episodes, 1000
melee, 5026
range, 2474
buff, 86
health, 295
magic, 5
win, 661
draw, 31
loot, 4903
episode_reward, 153057
0, 2727
1, 2507
2, 2241
3, 2670
4, 3131
5, 3147
6, 3530
7, 2919
8, 420
9, 438
10, 502
11, 306
12, 621
13, 228
14, 219
15, 246
16, 433
17, 1
18, 1
win_rate, 68.21465
