max_episodes, 1000
episodes, 1000
melee, 5209
range, 1112
buff, 742
health, 257
magic, 0
win, 716
draw, 1
loot, 2439
episode_reward, 1724
0, 965
1, 1775
2, 1249
3, 1011
4, 1455
5, 1264
6, 1294
7, 1801
8, 1000
9, 180
10, 226
11, 97
12, 266
13, 70
14, 116
15, 83
16, 136
17, 1
18, 1
win_rate, 71.67167
