max_episodes, 1000
episodes, 1000
melee, 5006
range, 1318
buff, 690
health, 415
magic, 0
win, 681
draw, 2
loot, 2531
episode_reward, 1353
0, 940
1, 1828
2, 1263
3, 1392
4, 1475
5, 1239
6, 1087
7, 1476
8, 1106
9, 238
10, 262
11, 162
12, 429
13, 86
14, 129
15, 89
16, 133
17, 0
18, 14
win_rate, 68.23647
