max_episodes, 1000
episodes, 1000
melee, 5735
range, 2815
buff, 132
health, 580
magic, 0
win, 945
draw, 13
loot, 3671
episode_reward, 93951
0, 1779
1, 2181
2, 1593
3, 2806
4, 2457
5, 2601
6, 2264
7, 2249
8, 712
9, 468
10, 553
11, 447
12, 615
13, 187
14, 314
15, 398
16, 334
17, 0
18, 0
win_rate, 95.74468
